bhk,size,floor,area_type,city,furnishing_status,tenant_preferred,bathroom,point_of_contact,rent
2,1000,2 out of 4,Super Area,Bangalore,Semi-Furnished,Family,2,Contact Owner,9.798182590890704
2,400,3 out of 3,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,9.90353755128617
2,1100,Ground out of 5,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent,9.61587214452889
2,850,5 out of 17,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,9.90353755128617
4,1545,65 out of 78,Carpet Area,Mumbai,Semi-Furnished,Family,5,Contact Agent,12.429220196836383
3,1300,19 out of 19,Super Area,Chennai,Furnished,Bachelors/Family,3,Contact Owner,10.308985993422082
3,1100,4 out of 12,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,11.225256725762893
1,500,9 out of 10,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,Contact Agent,11.002116507732017
2,500,Ground out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.546884034617925
1,320,1 out of 2,Carpet Area,Kolkata,Furnished,Bachelors,1,Contact Owner,9.546884034617925
2,600,2 out of 2,Carpet Area,Hyderabad,Unfurnished,Bachelors,1,Contact Owner,9.61587214452889
3,1100,Ground out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,9.711176264112805
2,920,Ground out of 1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.472781556562168
1,500,Ground out of 3,Super Area,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,8.922791623969637
2,700,3 out of 4,Carpet Area,Mumbai,Furnished,Bachelors,2,Contact Agent,11.002116507732017
4,1358,25 out of 50,Carpet Area,Mumbai,Semi-Furnished,Family,4,Contact Agent,12.506180941677357
3,1350,5 out of 14,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner,10.12667110305036
2,800,3 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.259225769705994
2,1100,2 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,9.350189267092581
3,1050,5 out of 7,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,11.918397239722838
2,1150,11 out of 26,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,11.608244735642321
2,800,2 out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,8.922791623969637
3,1400,1 out of 2,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Owner,11.289794413577894
2,1250,3 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,10.463131911491967
1,340,1 out of 8,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,9.741027444837728
1,450,2 out of 3,Super Area,Mumbai,Unfurnished,Family,1,Contact Agent,10.203629181337648
1,800,1 out of 2,Carpet Area,Chennai,Unfurnished,Bachelors,1,Contact Owner,8.922791623969637
2,774,10 out of 20,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent,10.645448706505872
2,750,1 out of 3,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent,10.571342565808699
1,355,2 out of 7,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,10.308985993422082
3,1325,3 out of 28,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,10.819798284210286
1,700,15 out of 32,Super Area,Mumbai,Furnished,Bachelors/Family,1,Contact Agent,10.645448706505872
1,500,2 out of 3,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,8.699681400989514
3,2100,3 out of 4,Carpet Area,Bangalore,Unfurnished,Bachelors,3,Contact Agent,10.896757843893464
1,377,3 out of 23,Super Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,9.99884318585288
1,600,3 out of 4,Super Area,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,9.433563920090563
2,550,1 out of 7,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,11.082157933374816
2,750,2 out of 7,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent,11.461642696843066
3,1200,9 out of 30,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,11.849404844423074
2,600,1 out of 5,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,9.472781556562168
2,850,6 out of 10,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,10.915106645867503
2,750,5 out of 8,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,10.915106645867503
3,1270,15 out of 60,Carpet Area,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent,11.849404844423074
2,1000,Ground out of 4,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Owner,9.798182590890704
1,400,Ground out of 5,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,8.517393171418904
3,1300,1 out of 7,Carpet Area,Mumbai,Furnished,Bachelors,3,Contact Agent,12.154784614286667
2,650,4 out of 5,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.15915233520675
3,1200,2 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.61587214452889
2,700,1 out of 2,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,8.699681400989514
3,2000,6 out of 7,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,11.918397239722838
3,850,8 out of 14,Carpet Area,Mumbai,Unfurnished,Family,3,Contact Agent,10.668978650219241
1,400,Ground out of 2,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,8.987321812850125
2,700,1 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,9.210440366976517
3,1200,5 out of 12,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,11.225256725762893
2,900,1 out of 1,Carpet Area,Chennai,Unfurnished,Bachelors,1,Contact Owner,9.04793908261736
2,1200,Ground out of 1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,9.90353755128617
3,1800,Ground out of 1,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,9.741027444837728
1,325,7 out of 16,Carpet Area,Mumbai,Unfurnished,Family,1,Contact Agent,8.77971129020447
3,1618,2 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,10.596659732783579
3,850,5 out of 8,Super Area,Mumbai,Unfurnished,Bachelors,3,Contact Agent,11.156264806643742
2,1600,Ground out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner,9.90353755128617
2,700,Ground out of 2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,9.392745258631441
2,1100,2 out of 4,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,9.680406499268875
1,500,2 out of 2,Carpet Area,Kolkata,Furnished,Bachelors,1,Contact Agent,9.472781556562168
1,1900,3 out of 4,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,9.61587214452889
3,1100,15 out of 28,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,11.289794413577894
2,900,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner,9.210440366976517
3,950,15 out of 17,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,10.714439990727769
1,800,2 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,8.853808274977197
1,485,8 out of 17,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,10.778977123006351
2,720,5 out of 14,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,10.308985993422082
1,450,1 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,9.305741456739435
3,1450,3 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,10.819798284210286
1,300,Ground out of 7,Super Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,9.472781556562168
3,1000,1 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,9.680406499268875
2,770,2 out of 12,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,10.714439990727769
2,750,2 out of 8,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent,10.596659732783579
2,750,1 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,9.741027444837728
1,550,3 out of 3,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner,9.741027444837728
1,200,2 out of 2,Super Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,8.268988209506656
2,790,2 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.210440366976517
2,1105,1 out of 4,Carpet Area,Bangalore,Furnished,Bachelors/Family,2,Contact Agent,10.085850775128717
3,1000,6 out of 12,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,11.225256725762893
1,70,2 out of 3,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,9.61587214452889
3,1000,5 out of 10,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,11.082157933374816
1,275,3 out of 7,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,9.61587214452889
3,1425,2 out of 14,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,10.12667110305036
4,3200,2 out of 4,Carpet Area,Mumbai,Furnished,Bachelors/Family,4,Contact Agent,13.652992804936396
2,500,3 out of 4,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,9.210440366976517
3,1330,32 out of 59,Carpet Area,Mumbai,Semi-Furnished,Family,4,Contact Agent,11.918397239722838
3,1076,9 out of 40,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,11.608244735642321
2,780,1 out of 3,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,9.472781556562168
3,2000,Upper Basement out of 30,Carpet Area,Mumbai,Furnished,Family,3,Contact Agent,11.982935344196433
2,850,2 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9.15915233520675
2,950,2 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9.472781556562168
1,550,1 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,9.472781556562168
1,850,3 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,8.45553053102413
2,288,2 out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,9.392745258631441
1,100,3 out of 3,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,8.575650760987806
3,1550,4 out of 5,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,10.165890277802454
1,2160,1 out of 2,Super Area,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,8.699681400989514
2,750,1 out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,9.680406499268875
3,2000,1 out of 3,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,10.308985993422082
1,500,1 out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8.853808274977197
1,450,3 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,9.305741456739435
3,1200,Ground out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8.853808274977197
1,450,Ground out of 2,Super Area,Kolkata,Unfurnished,Family,1,Contact Owner,8.699681400989514
3,1000,1 out of 2,Carpet Area,Bangalore,Furnished,Bachelors/Family,3,Contact Owner,9.952325334619427
1,750,2 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,8.853808274977197
2,1150,3 out of 4,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Agent,9.770013301136158
1,500,3 out of 9,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,10.043292972227004
2,1300,4 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.99884318585288
2,1300,Ground out of 3,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,9.472781556562168
3,1200,10 out of 12,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,12.100717685412471
3,1300,1 out of 4,Carpet Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,9.392745258631441
2,900,2 out of 4,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,10.308985993422082
2,1050,1 out of 1,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,9.546884034617925
2,850,1 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,9.798182590890704
3,1600,3 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,10.12667110305036
1,600,1 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,9.105090961257085
2,1065,15 out of 15,Super Area,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,10.12667110305036
2,935,2 out of 2,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,9.680406499268875
2,450,2 out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,8.517393171418904
2,750,1 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.433563920090563
2,550,1 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,9.680406499268875
1,700,1 out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,9.210440366976517
2,500,1 out of 2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8.922791623969637
1,270,1 out of 2,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,9.210440366976517
2,700,Lower Basement out of 3,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner,9.210440366976517
1,225,3 out of 6,Carpet Area,Mumbai,Unfurnished,Bachelors,1,Contact Owner,10.714439990727769
4,1200,5 out of 10,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,9.210440366976517
2,800,1 out of 3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.546884034617925
1,200,4 out of 4,Super Area,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,9.305741456739435
2,1000,4 out of 8,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent,12.25486757159303
2,800,2 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,9.680406499268875
3,1800,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,10.357774570341576
2,1100,Ground out of 2,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9.210440366976517
3,1750,4 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,4,Contact Agent,11.608244735642321
2,580,3 out of 5,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.04793908261736
2,600,1 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,9.472781556562168
2,900,Ground out of 4,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,10.165890277802454
3,1565,1 out of 6,Carpet Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,10.463131911491967
4,2700,10 out of 12,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,12.676079399771027
2,745,8 out of 9,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9.392745258631441
3,1500,3 out of 4,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,10.308985993422082
1,300,10 out of 31,Super Area,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,9.210440366976517
2,800,1 out of 2,Carpet Area,Chennai,Unfurnished,Family,2,Contact Owner,9.210440366976517
2,600,1 out of 2,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,9.04793908261736
3,1100,4 out of 10,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.952325334619427
2,925,1 out of 2,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,9.472781556562168
4,2000,4 out of 14,Carpet Area,Mumbai,Furnished,Bachelors/Family,5,Contact Agent,12.100717685412471
1,450,2 out of 4,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,8.517393171418904
1,350,1 out of 2,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,8.77971129020447
2,900,Ground out of 3,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,9.210440366976517
3,950,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,9.472781556562168
4,3800,Ground out of 1,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent,11.156264806643742
3,1557,1 out of 5,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,10.463131911491967
2,550,1 out of 1,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Agent,8.987321812850125
1,600,Ground out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,8.699681400989514
2,805,Ground out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,9.305741456739435
2,1000,3 out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.741027444837728
2,663,25 out of 43,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,10.668978650219241
2,1000,1 out of 3,Super Area,Chennai,Furnished,Bachelors,2,Contact Agent,10.463131911491967
2,1000,1 out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.305741456739435
2,900,Ground out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.90353755128617
2,800,5 out of 8,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,10.819798284210286
3,2500,2 out of 3,Carpet Area,Delhi,Unfurnished,Bachelors,3,Contact Agent,11.002116507732017
2,853,4 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,8.922791623969637
3,1400,5 out of 5,Carpet Area,Kolkata,Furnished,Bachelors,3,Contact Agent,10.12667110305036
2,700,1 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.392745258631441
3,1700,2 out of 3,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner,10.463131911491967
4,2400,Ground out of 2,Carpet Area,Chennai,Unfurnished,Bachelors,3,Contact Agent,10.596659732783579
3,1280,1 out of 1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,10.12667110305036
3,1100,4 out of 4,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,10.165890277802454
2,1000,Ground out of 3,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,8.699681400989514
2,1050,4 out of 5,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,9.210440366976517
3,1800,1 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,10.12667110305036
2,700,1 out of 2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,8.853808274977197
2,800,4 out of 4,Super Area,Kolkata,Furnished,Bachelors/Family,1,Contact Agent,9.99884318585288
2,900,1 out of 2,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Owner,9.741027444837728
2,1100,1 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.581972891547895
2,1500,Ground out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,10.12667110305036
2,850,Ground out of 2,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,9.433563920090563
3,1200,10 out of 14,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,11.695255355062795
3,1152,12 out of 21,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,11.407576060361786
2,990,1 out of 4,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,9.581972891547895
3,1250,2 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.741027444837728
2,1000,5 out of 6,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.392745258631441
1,600,4 out of 5,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,9.210440366976517
3,1500,4 out of 5,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,9.99884318585288
2,900,Ground out of 1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.61587214452889
1,450,2 out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,8.922791623969637
2,950,Ground out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.15915233520675
3,1200,8 out of 14,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,11.51293546492023
4,1600,53 out of 78,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,12.611541086966115
2,800,12 out of 14,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,11.082157933374816
2,800,Ground out of 4,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,8.987321812850125
1,450,1 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,9.305741456739435
4,3000,1 out of 1,Carpet Area,Chennai,Unfurnished,Bachelors,4,Contact Agent,11.51293546492023
1,450,1 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,9.105090961257085
3,1120,1 out of 4,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.680406499268875
2,1080,3 out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.61587214452889
1,900,1 out of 3,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.61587214452889
2,760,1 out of 2,Super Area,Hyderabad,Unfurnished,Family,2,Contact Owner,8.665785595466064
2,1100,1 out of 3,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.546884034617925
3,1002,2 out of 3,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,9.510519035757246
1,450,3 out of 13,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent,9.952325334619427
1,650,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,9.61587214452889
2,1200,1 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9.392745258631441
2,650,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8.922791623969637
1,400,Ground out of 1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,8.294299608857235
1,600,2 out of 5,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8.517393171418904
2,600,7 out of 7,Carpet Area,Mumbai,Furnished,Family,2,Contact Agent,9.90353755128617
3,1100,21 out of 22,Super Area,Mumbai,Unfurnished,Family,2,Contact Owner,10.596659732783579
3,1190,1 out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,9.210440366976517
3,1430,Ground out of 2,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,9.04793908261736
1,650,1 out of 1,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,8.77971129020447
1,400,2 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,9.105090961257085
2,800,Ground out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner,9.210440366976517
2,900,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,9.61587214452889
2,450,1 out of 3,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,8.699681400989514
1,200,1 out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8.612685172875459
2,950,1 out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.305741456739435
1,560,2 out of 4,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent,10.308985993422082
3,1800,1 out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Owner,11.289794413577894
2,1000,Ground out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.798182590890704
2,1100,1 out of 1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9.392745258631441
2,1600,Ground out of 2,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,8.987321812850125
2,850,1 out of 2,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,Contact Agent,9.680406499268875
2,1100,2 out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.105090961257085
2,1100,Ground out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,8.987321812850125
3,1400,10 out of 32,Super Area,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,11.695255355062795
3,2210,4 out of 5,Super Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner,10.203629181337648
2,900,Ground out of 2,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,9.105090961257085
2,900,Ground out of 1,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.798182590890704
2,110,1 out of 1,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,9.210440366976517
2,392,Ground out of 2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8.517393171418904
2,850,1 out of 4,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,Contact Agent,9.680406499268875
2,957,1 out of 2,Carpet Area,Kolkata,Furnished,Bachelors,2,Contact Owner,9.392745258631441
3,225,Ground out of 1,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,9.61587214452889
3,2000,1 out of 1,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,9.90353755128617
2,1200,Ground out of 1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9.105090961257085
1,800,Ground out of 3,Super Area,Bangalore,Semi-Furnished,Family,1,Contact Owner,9.305741456739435
1,270,6 out of 7,Carpet Area,Mumbai,Unfurnished,Bachelors,1,Contact Owner,9.546884034617925
3,1600,1 out of 3,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,9.546884034617925
1,325,17 out of 24,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,Contact Agent,10.12667110305036
3,1789,8 out of 13,Super Area,Bangalore,Semi-Furnished,Family,3,Contact Agent,10.373522431293592
2,850,1 out of 2,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,9.15915233520675
